==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.5123261 1.7083005], train_acc=[0.50055 0.41355]
68/100: train_loss=[0.5861817 0.6119355], train_acc=[0.7849  0.77595]
70/100: train_loss=[0.5678096  0.59917283], train_acc=[0.7919  0.77755]
72/100: train_loss=[0.57051647 0.6068652 ], train_acc=[0.7917  0.77715]
74/100: train_loss=[0.5865105 0.6228345], train_acc=[0.7844 0.7725]
76/100: train_loss=[0.5818202  0.60463125], train_acc=[0.78455 0.77885]
78/100: train_loss=[0.5624496 0.6178451], train_acc=[0.79475 0.77585]
80/100: train_loss=[0.5629227 0.6008123], train_acc=[0.7942  0.78205]
82/100: train_loss=[0.5777195  0.59184843], train_acc=[0.7872  0.78345]
84/100: train_loss=[0.56305015 0.58710426], train_acc=[0.79465 0.78495]
86/100: train_loss=[0.5618263 0.5899599], train_acc=[0.79675 0.78145]
88/100: train_loss=[0.5686859 0.6029065], train_acc=[0.79015 0.77985]
90/100: train_loss=[0.55688393 0.58661836], train_acc=[0.7964  0.78575]
92/100: train_loss=[0.56130046 0.5892506 ], train_acc=[0.79425 0.78525]
94/100: train_loss=[0.56111544 0.5911792 ], train_acc=[0.79495 0.7853 ]
96/100: train_loss=[0.55442035 0.58891594], train_acc=[0.7956 0.7844]
98/100: train_loss=[0.5584093  0.58208114], train_acc=[0.79415 0.7868 ]
100/100: train_loss=[0.55280906 0.58542776], train_acc=[0.79675 0.7869 ]
**** Time taken for fashion_1 = 2704.586405277252
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.2383823 1.356074 ], train_acc=[0.53595 0.5003 ]
2/100: train_loss=[1.0311363 1.1107918], train_acc=[0.61565 0.59085]
4/100: train_loss=[0.86767447 0.9283438 ], train_acc=[0.675  0.6602]
6/100: train_loss=[0.8070765  0.84651244], train_acc=[0.69975 0.68805]
8/100: train_loss=[0.77021176 0.83005583], train_acc=[0.7136  0.68805]
10/100: train_loss=[0.7486659 0.7686071], train_acc=[0.7155  0.71745]
12/100: train_loss=[0.7123632 0.7409169], train_acc=[0.73545 0.7274 ]
14/100: train_loss=[0.6840882 0.726005 ], train_acc=[0.74765 0.7317 ]
16/100: train_loss=[0.679606  0.7072606], train_acc=[0.74945 0.7369 ]
18/100: train_loss=[0.6655662  0.70508826], train_acc=[0.7561  0.73555]
20/100: train_loss=[0.66057557 0.6870634 ], train_acc=[0.75345 0.7439 ]
22/100: train_loss=[0.666495  0.6808057], train_acc=[0.75195 0.74995]
24/100: train_loss=[0.64629585 0.6793706 ], train_acc=[0.76035 0.7485 ]
26/100: train_loss=[0.62586105 0.6567491 ], train_acc=[0.7701 0.7556]
28/100: train_loss=[0.637758  0.6603812], train_acc=[0.7612 0.7521]
30/100: train_loss=[0.61839694 0.64081603], train_acc=[0.7706  0.76355]
32/100: train_loss=[0.6193786 0.638689 ], train_acc=[0.77165 0.76155]
34/100: train_loss=[0.60769826 0.63959116], train_acc=[0.77465 0.7634 ]
36/100: train_loss=[0.6121435 0.6301373], train_acc=[0.77465 0.76115]
38/100: train_loss=[0.62115806 0.63203216], train_acc=[0.77265 0.76185]
40/100: train_loss=[0.6049657  0.61696136], train_acc=[0.77325 0.774  ]
42/100: train_loss=[0.59424406 0.6133184 ], train_acc=[0.7814  0.77225]
44/100: train_loss=[0.5901583 0.6073301], train_acc=[0.78375 0.77625]
46/100: train_loss=[0.5906312 0.605621 ], train_acc=[0.78525 0.77475]
48/100: train_loss=[0.583772  0.6011986], train_acc=[0.7861 0.7759]
50/100: train_loss=[0.5842344 0.6095385], train_acc=[0.7836  0.77315]
52/100: train_loss=[0.5808192 0.5970323], train_acc=[0.78505 0.7788 ]
54/100: train_loss=[0.58543926 0.6130276 ], train_acc=[0.7851 0.7789]
56/100: train_loss=[0.5742404 0.5968256], train_acc=[0.7893 0.785 ]
58/100: train_loss=[0.5810363 0.5914809], train_acc=[0.78455 0.78645]
60/100: train_loss=[0.5679396 0.5920397], train_acc=[0.792  0.7829]
62/100: train_loss=[0.5670647  0.58139336], train_acc=[0.79025 0.78805]
64/100: train_loss=[0.5641118 0.5885128], train_acc=[0.7938  0.78255]
66/100: train_loss=[0.57980967 0.5807711 ], train_acc=[0.7853 0.7878]
68/100: train_loss=[0.5724532 0.5838666], train_acc=[0.78625 0.7889 ]
70/100: train_loss=[0.57257885 0.5947382 ], train_acc=[0.7927 0.7795]
72/100: train_loss=[0.5702166 0.5757194], train_acc=[0.78995 0.79095]
74/100: train_loss=[0.56127566 0.58034056], train_acc=[0.79235 0.7873 ]
76/100: train_loss=[0.58725375 0.57110494], train_acc=[0.7828 0.7909]
78/100: train_loss=[0.5550174 0.5704213], train_acc=[0.79475 0.79185]
80/100: train_loss=[0.56618994 0.5680181 ], train_acc=[0.7918  0.79245]
82/100: train_loss=[0.5559554  0.58075833], train_acc=[0.80015 0.7856 ]
84/100: train_loss=[0.5527995 0.5743216], train_acc=[0.79745 0.7905 ]
86/100: train_loss=[0.5554369  0.56249666], train_acc=[0.7984 0.794 ]
88/100: train_loss=[0.5531341  0.56349176], train_acc=[0.79925 0.79585]
90/100: train_loss=[0.54515994 0.565129  ], train_acc=[0.8016 0.7903]
92/100: train_loss=[0.55857265 0.57180256], train_acc=[0.79555 0.78885]
94/100: train_loss=[0.55277234 0.5632421 ], train_acc=[0.79805 0.79465]
96/100: train_loss=[0.5432835 0.5593244], train_acc=[0.80025 0.7957 ]
98/100: train_loss=[0.55100906 0.57775265], train_acc=[0.80025 0.78515]
100/100: train_loss=[0.540433  0.5537046], train_acc=[0.8019  0.79915]
**** Time taken for fashion_2 = 2678.3014748096466
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.2002476 1.4196392], train_acc=[0.5459 0.4682]
2/100: train_loss=[1.0611308 1.2635808], train_acc=[0.59675 0.54845]
4/100: train_loss=[0.910467  0.9463511], train_acc=[0.6554 0.6512]
6/100: train_loss=[0.87233937 0.9002688 ], train_acc=[0.67485 0.66325]
8/100: train_loss=[0.8086622  0.82872975], train_acc=[0.69915 0.68915]
10/100: train_loss=[0.7721044 0.7711398], train_acc=[0.7147  0.71505]
12/100: train_loss=[0.74965477 0.74719304], train_acc=[0.7199  0.72695]
14/100: train_loss=[0.7326028 0.7393169], train_acc=[0.73135 0.72485]
16/100: train_loss=[0.7404181  0.73933864], train_acc=[0.72355 0.72665]
18/100: train_loss=[0.7330325  0.72252965], train_acc=[0.72935 0.7302 ]
20/100: train_loss=[0.6877744 0.6846049], train_acc=[0.7427 0.7509]
22/100: train_loss=[0.68053025 0.6916591 ], train_acc=[0.74665 0.74445]
24/100: train_loss=[0.6577989 0.6847043], train_acc=[0.75755 0.7495 ]
26/100: train_loss=[0.68964803 0.6715088 ], train_acc=[0.7412 0.7547]
28/100: train_loss=[0.66177005 0.66815484], train_acc=[0.7536 0.7553]
30/100: train_loss=[0.65179753 0.6536776 ], train_acc=[0.758  0.7639]
32/100: train_loss=[0.63018847 0.6550976 ], train_acc=[0.7657 0.7593]
34/100: train_loss=[0.63904256 0.66614854], train_acc=[0.76625 0.7447 ]
36/100: train_loss=[0.623174  0.6404177], train_acc=[0.7704 0.7636]
38/100: train_loss=[0.6319155 0.6370214], train_acc=[0.76475 0.7647 ]
40/100: train_loss=[0.6145205  0.62013745], train_acc=[0.77405 0.7761 ]
42/100: train_loss=[0.6228663 0.6326914], train_acc=[0.76945 0.7677 ]
44/100: train_loss=[0.6039779 0.6497754], train_acc=[0.77785 0.7611 ]
46/100: train_loss=[0.6048732 0.6230546], train_acc=[0.7794 0.7689]
48/100: train_loss=[0.6017457  0.61885226], train_acc=[0.7767  0.77455]
50/100: train_loss=[0.6018976 0.6055562], train_acc=[0.77915 0.77975]
52/100: train_loss=[0.6130972 0.6090706], train_acc=[0.7765  0.77305]
54/100: train_loss=[0.60044193 0.6008613 ], train_acc=[0.7807  0.78385]
56/100: train_loss=[0.58131635 0.59728616], train_acc=[0.78705 0.78495]
58/100: train_loss=[0.5882121  0.60415274], train_acc=[0.78205 0.7824 ]
60/100: train_loss=[0.582525   0.59623843], train_acc=[0.78405 0.7832 ]
62/100: train_loss=[0.58028764 0.58982897], train_acc=[0.7862  0.78175]
64/100: train_loss=[0.59064555 0.58598435], train_acc=[0.784   0.78625]
66/100: train_loss=[0.5735178  0.59345657], train_acc=[0.78995 0.77895]
68/100: train_loss=[0.59327996 0.58862835], train_acc=[0.7804 0.7814]
70/100: train_loss=[0.58757216 0.5830137 ], train_acc=[0.78265 0.78915]
72/100: train_loss=[0.5762983 0.5799505], train_acc=[0.78595 0.7901 ]
74/100: train_loss=[0.5648716 0.5846072], train_acc=[0.79455 0.7847 ]
76/100: train_loss=[0.5715564 0.5895096], train_acc=[0.7925 0.7881]
78/100: train_loss=[0.5906819  0.58059025], train_acc=[0.78315 0.79165]
80/100: train_loss=[0.57029134 0.5737474 ], train_acc=[0.78755 0.79335]
82/100: train_loss=[0.55926687 0.5748925 ], train_acc=[0.794  0.7928]
84/100: train_loss=[0.5543502 0.5892735], train_acc=[0.796   0.78515]
86/100: train_loss=[0.5690536 0.5819943], train_acc=[0.788  0.7866]
88/100: train_loss=[0.565271   0.58026236], train_acc=[0.7943 0.7877]
90/100: train_loss=[0.5880707 0.57388  ], train_acc=[0.78605 0.79015]
92/100: train_loss=[0.564316  0.5670638], train_acc=[0.79465 0.79115]
94/100: train_loss=[0.55262524 0.56960636], train_acc=[0.7977 0.7946]
96/100: train_loss=[0.55828446 0.57071453], train_acc=[0.7971 0.7902]
98/100: train_loss=[0.5597654 0.5601136], train_acc=[0.7955 0.7955]
100/100: train_loss=[0.5690775 0.5777781], train_acc=[0.79415 0.7902 ]
**** Time taken for fashion_3 = 2489.4284393787384
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.1368464 1.2381016], train_acc=[0.5627 0.5456]
2/100: train_loss=[0.95247394 1.0264915 ], train_acc=[0.6455 0.6314]
4/100: train_loss=[0.89354753 0.87839365], train_acc=[0.6705  0.67645]
6/100: train_loss=[0.82513255 0.87144464], train_acc=[0.68995 0.6868 ]
8/100: train_loss=[0.75200945 0.7871913 ], train_acc=[0.71755 0.7048 ]
10/100: train_loss=[0.7444638  0.74356395], train_acc=[0.71995 0.72695]
12/100: train_loss=[0.7102044  0.72821677], train_acc=[0.73685 0.7252 ]
14/100: train_loss=[0.69879025 0.701373  ], train_acc=[0.73475 0.7421 ]
16/100: train_loss=[0.6910965 0.6949512], train_acc=[0.7409 0.7381]
18/100: train_loss=[0.680071   0.67783624], train_acc=[0.74495 0.74795]
20/100: train_loss=[0.6573781  0.66074663], train_acc=[0.7525 0.753 ]
22/100: train_loss=[0.6446098 0.6513728], train_acc=[0.7574  0.75575]
24/100: train_loss=[0.63189965 0.6481468 ], train_acc=[0.76285 0.7584 ]
26/100: train_loss=[0.6270893 0.627794 ], train_acc=[0.76295 0.76925]
28/100: train_loss=[0.6388753 0.6690355], train_acc=[0.76095 0.75395]
30/100: train_loss=[0.62208253 0.6273061 ], train_acc=[0.7682 0.7698]
32/100: train_loss=[0.6090784 0.6172722], train_acc=[0.7691  0.77175]
34/100: train_loss=[0.6040954 0.6084774], train_acc=[0.77445 0.7762 ]
36/100: train_loss=[0.60761124 0.6179474 ], train_acc=[0.77065 0.77425]
38/100: train_loss=[0.5885285 0.6023889], train_acc=[0.7798 0.779 ]
40/100: train_loss=[0.58619875 0.6022819 ], train_acc=[0.77835 0.7777 ]
42/100: train_loss=[0.589524  0.5942629], train_acc=[0.77705 0.7827 ]
44/100: train_loss=[0.58968323 0.5918197 ], train_acc=[0.77645 0.7813 ]
46/100: train_loss=[0.5830469 0.5903513], train_acc=[0.78395 0.7832 ]
48/100: train_loss=[0.57027805 0.58956474], train_acc=[0.78645 0.78715]
50/100: train_loss=[0.59000593 0.5878052 ], train_acc=[0.78195 0.77995]
52/100: train_loss=[0.58491266 0.59559804], train_acc=[0.78105 0.78305]
54/100: train_loss=[0.57140625 0.5996419 ], train_acc=[0.787   0.77695]
56/100: train_loss=[0.5814053 0.5696173], train_acc=[0.78335 0.78985]
58/100: train_loss=[0.5635276  0.56739473], train_acc=[0.78775 0.79145]
60/100: train_loss=[0.56254196 0.5667413 ], train_acc=[0.79    0.79105]
62/100: train_loss=[0.568222   0.58053726], train_acc=[0.7868  0.78735]
64/100: train_loss=[0.55781925 0.5663925 ], train_acc=[0.79265 0.7887 ]
66/100: train_loss=[0.5665938 0.5721312], train_acc=[0.789   0.79245]
68/100: train_loss=[0.54911363 0.56641304], train_acc=[0.79815 0.79075]
70/100: train_loss=[0.55738324 0.5560202 ], train_acc=[0.7928 0.7955]
72/100: train_loss=[0.55595696 0.5505624 ], train_acc=[0.7957 0.7985]
74/100: train_loss=[0.5526967 0.5668632], train_acc=[0.79455 0.7895 ]
76/100: train_loss=[0.5563318 0.5628727], train_acc=[0.7936  0.79235]
78/100: train_loss=[0.5604555 0.5484799], train_acc=[0.79335 0.79895]
80/100: train_loss=[0.5510403 0.5501763], train_acc=[0.7985  0.79655]
82/100: train_loss=[0.55775744 0.5900576 ], train_acc=[0.796   0.78455]
84/100: train_loss=[0.55132055 0.54720736], train_acc=[0.7959  0.79935]
86/100: train_loss=[0.54606795 0.56564325], train_acc=[0.7987  0.79405]
88/100: train_loss=[0.55375993 0.5426072 ], train_acc=[0.7957  0.80075]
90/100: train_loss=[0.54557794 0.54897183], train_acc=[0.7985 0.7985]
92/100: train_loss=[0.5712542 0.5517815], train_acc=[0.78635 0.79755]
94/100: train_loss=[0.5389049 0.5376815], train_acc=[0.8016  0.80325]
96/100: train_loss=[0.5439604 0.5455789], train_acc=[0.80085 0.80205]
98/100: train_loss=[0.54252005 0.54392195], train_acc=[0.80205 0.8004 ]
100/100: train_loss=[0.5449937 0.5405072], train_acc=[0.79765 0.80215]
**** Time taken for fashion_4 = 2397.6990303993225
**** Time taken for fashion = 12976.021229982376
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[2.2118797 1.801474 ], train_acc=[0.20485 0.34935]
2/100: train_loss=[1.4573352 1.1680843], train_acc=[0.50235 0.5734 ]
4/100: train_loss=[0.9201931 0.8935824], train_acc=[0.68835 0.6824 ]
6/100: train_loss=[0.7302803 0.7637002], train_acc=[0.7552 0.7198]
8/100: train_loss=[0.6474372  0.72545075], train_acc=[0.78375 0.7324 ]
10/100: train_loss=[0.5898653 0.6848891], train_acc=[0.8041  0.75065]
12/100: train_loss=[0.5391789 0.6533979], train_acc=[0.82065 0.76075]
14/100: train_loss=[0.5113325  0.63766605], train_acc=[0.82965 0.7661 ]
16/100: train_loss=[0.50700045 0.64170325], train_acc=[0.8339 0.7653]
18/100: train_loss=[0.47924796 0.63755745], train_acc=[0.8452 0.7617]
20/100: train_loss=[0.46312907 0.6075218 ], train_acc=[0.8494  0.77525]
22/100: train_loss=[0.43839565 0.6005485 ], train_acc=[0.85305 0.781  ]
24/100: train_loss=[0.42459035 0.5868655 ], train_acc=[0.8611  0.78325]
26/100: train_loss=[0.4101068  0.57816935], train_acc=[0.86635 0.7899 ]
28/100: train_loss=[0.39049986 0.57340777], train_acc=[0.87545 0.78865]
30/100: train_loss=[0.37614766 0.5608228 ], train_acc=[0.87795 0.79555]
32/100: train_loss=[0.37241226 0.55785745], train_acc=[0.88125 0.79635]
34/100: train_loss=[0.3745491 0.5592355], train_acc=[0.87845 0.7941 ]
36/100: train_loss=[0.3800037  0.55375487], train_acc=[0.87685 0.79715]
38/100: train_loss=[0.3659454 0.5692909], train_acc=[0.88305 0.7938 ]
40/100: train_loss=[0.36750165 0.543775  ], train_acc=[0.88    0.79975]
42/100: train_loss=[0.34119672 0.5475882 ], train_acc=[0.8909  0.79635]
44/100: train_loss=[0.33257818 0.55218756], train_acc=[0.8931 0.7982]
46/100: train_loss=[0.34983706 0.5441855 ], train_acc=[0.88815 0.79535]
48/100: train_loss=[0.32131365 0.5757645 ], train_acc=[0.89715 0.77865]
50/100: train_loss=[0.32980865 0.53829056], train_acc=[0.8923 0.8013]
52/100: train_loss=[0.3180615  0.52404904], train_acc=[0.8989  0.80935]
54/100: train_loss=[0.33584455 0.5213986 ], train_acc=[0.89235 0.8108 ]
56/100: train_loss=[0.30341357 0.5211264 ], train_acc=[0.9037  0.80795]
58/100: train_loss=[0.30941108 0.52466094], train_acc=[0.9018  0.80775]
60/100: train_loss=[0.30681863 0.5301232 ], train_acc=[0.9037 0.802 ]
62/100: train_loss=[0.29532036 0.51280534], train_acc=[0.9055  0.81155]
64/100: train_loss=[0.30073327 0.5311883 ], train_acc=[0.90485 0.80405]
66/100: train_loss=[0.29600662 0.5356995 ], train_acc=[0.9052  0.80085]
68/100: train_loss=[0.2992155 0.5457771], train_acc=[0.90445 0.799  ]
70/100: train_loss=[0.31511837 0.5018585 ], train_acc=[0.8998  0.81765]
72/100: train_loss=[0.2862915 0.5024034], train_acc=[0.90735 0.8159 ]
74/100: train_loss=[0.29379177 0.5039559 ], train_acc=[0.90495 0.81665]
76/100: train_loss=[0.28683585 0.50932765], train_acc=[0.90625 0.8142 ]
78/100: train_loss=[0.28780863 0.5172846 ], train_acc=[0.90635 0.8075 ]
80/100: train_loss=[0.2740996  0.51707536], train_acc=[0.91025 0.8135 ]
82/100: train_loss=[0.28257507 0.49946165], train_acc=[0.9089  0.81915]
84/100: train_loss=[0.2720648  0.51123834], train_acc=[0.9118 0.8104]
86/100: train_loss=[0.28028527 0.51458275], train_acc=[0.90895 0.81095]
88/100: train_loss=[0.28037992 0.48918393], train_acc=[0.9093  0.82225]
90/100: train_loss=[0.27481684 0.49712613], train_acc=[0.91045 0.8206 ]
92/100: train_loss=[0.27073768 0.4910021 ], train_acc=[0.91185 0.81935]
94/100: train_loss=[0.26461992 0.4873203 ], train_acc=[0.9152 0.8211]
96/100: train_loss=[0.27274427 0.48874202], train_acc=[0.91225 0.82   ]
98/100: train_loss=[0.27109712 0.50243187], train_acc=[0.91275 0.815  ]
100/100: train_loss=[0.27159798 0.48788738], train_acc=[0.91305 0.8227 ]
**** Time taken for fashion_and_mnist_0 = 2325.6647872924805
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.788931  1.2148091], train_acc=[0.37665 0.53875]
2/100: train_loss=[1.3009953 1.0132257], train_acc=[0.5585  0.63115]
4/100: train_loss=[0.9542991 0.883326 ], train_acc=[0.67795 0.6713 ]
6/100: train_loss=[0.81540555 0.80793196], train_acc=[0.72335 0.7067 ]
8/100: train_loss=[0.6984627 0.760593 ], train_acc=[0.7673 0.7166]
10/100: train_loss=[0.61483556 0.7268591 ], train_acc=[0.798  0.7301]
12/100: train_loss=[0.57577413 0.7186832 ], train_acc=[0.8126  0.73105]
14/100: train_loss=[0.5537773 0.6874141], train_acc=[0.82    0.74735]
16/100: train_loss=[0.525507  0.6907701], train_acc=[0.83055 0.7484 ]
18/100: train_loss=[0.5281211  0.66982234], train_acc=[0.8259 0.7563]
20/100: train_loss=[0.48031902 0.6824189 ], train_acc=[0.84505 0.7419 ]
22/100: train_loss=[0.4668178 0.654615 ], train_acc=[0.8461  0.75815]
24/100: train_loss=[0.47086036 0.6260588 ], train_acc=[0.84715 0.7707 ]
26/100: train_loss=[0.4331499 0.6264267], train_acc=[0.85865 0.76935]
28/100: train_loss=[0.45492092 0.6176369 ], train_acc=[0.85225 0.77355]
30/100: train_loss=[0.4695524 0.6032387], train_acc=[0.84315 0.78385]
32/100: train_loss=[0.40140805 0.6049758 ], train_acc=[0.8709 0.7804]
34/100: train_loss=[0.40061352 0.6066995 ], train_acc=[0.86875 0.77905]
36/100: train_loss=[0.3754762 0.604585 ], train_acc=[0.87735 0.77525]
38/100: train_loss=[0.37876472 0.5952305 ], train_acc=[0.87595 0.78225]
40/100: train_loss=[0.36933774 0.58526605], train_acc=[0.8817  0.78715]
42/100: train_loss=[0.3659769 0.5704919], train_acc=[0.88105 0.79175]
44/100: train_loss=[0.35232684 0.57769513], train_acc=[0.8857  0.79385]
46/100: train_loss=[0.34331086 0.5705633 ], train_acc=[0.8897 0.7897]
48/100: train_loss=[0.3835422 0.5644669], train_acc=[0.87465 0.7925 ]
50/100: train_loss=[0.32947335 0.6083296 ], train_acc=[0.89425 0.76415]
52/100: train_loss=[0.40260538 0.5953868 ], train_acc=[0.8731  0.78205]
54/100: train_loss=[0.33733714 0.5590211 ], train_acc=[0.89115 0.7958 ]
56/100: train_loss=[0.31303126 0.5610478 ], train_acc=[0.8989 0.7959]
58/100: train_loss=[0.31459993 0.55750674], train_acc=[0.8988 0.7943]
60/100: train_loss=[0.335955  0.5743764], train_acc=[0.8917 0.7938]
62/100: train_loss=[0.313835   0.55128497], train_acc=[0.89805 0.7972 ]
64/100: train_loss=[0.3059261  0.54595494], train_acc=[0.9012 0.8022]
66/100: train_loss=[0.30097437 0.5393605 ], train_acc=[0.9028  0.80305]
68/100: train_loss=[0.29892755 0.53107816], train_acc=[0.90265 0.80665]
70/100: train_loss=[0.31349844 0.53182596], train_acc=[0.8965  0.80555]
72/100: train_loss=[0.30106676 0.5276167 ], train_acc=[0.9039  0.80685]
74/100: train_loss=[0.30934393 0.55266863], train_acc=[0.9012 0.798 ]
76/100: train_loss=[0.29470834 0.5375129 ], train_acc=[0.90615 0.80415]
78/100: train_loss=[0.28498217 0.53378236], train_acc=[0.91015 0.8059 ]
80/100: train_loss=[0.29000688 0.5227908 ], train_acc=[0.90825 0.81265]
82/100: train_loss=[0.2932458  0.52330977], train_acc=[0.90555 0.8076 ]
84/100: train_loss=[0.3117775  0.53394544], train_acc=[0.9001  0.80595]
86/100: train_loss=[0.2936749 0.5176327], train_acc=[0.90705 0.81255]
88/100: train_loss=[0.27688402 0.5195644 ], train_acc=[0.91335 0.81205]
90/100: train_loss=[0.28046376 0.520578  ], train_acc=[0.9105 0.8125]
92/100: train_loss=[0.28450665 0.53010875], train_acc=[0.9087 0.807 ]
94/100: train_loss=[0.2771696 0.5145609], train_acc=[0.9122  0.81125]
96/100: train_loss=[0.28581595 0.5275062 ], train_acc=[0.90905 0.80915]
98/100: train_loss=[0.27361974 0.52388406], train_acc=[0.91255 0.8081 ]
100/100: train_loss=[0.27321318 0.5094261 ], train_acc=[0.9139 0.8141]
**** Time taken for fashion_and_mnist_1 = 2319.732335805893
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.4406539 1.1533933], train_acc=[0.49915 0.57585]
2/100: train_loss=[1.0446924  0.95311916], train_acc=[0.64855 0.64965]
4/100: train_loss=[0.75093025 0.82181454], train_acc=[0.7511  0.69705]
6/100: train_loss=[0.65586245 0.762569  ], train_acc=[0.7819 0.7215]
8/100: train_loss=[0.57528377 0.7374053 ], train_acc=[0.80755 0.72485]
10/100: train_loss=[0.5321636  0.73108137], train_acc=[0.82505 0.73325]
12/100: train_loss=[0.4881054 0.6756448], train_acc=[0.8376 0.7493]
14/100: train_loss=[0.47987887 0.6538424 ], train_acc=[0.8396 0.7586]
16/100: train_loss=[0.44029224 0.63728696], train_acc=[0.8559  0.76575]
18/100: train_loss=[0.42720872 0.6305905 ], train_acc=[0.85955 0.769  ]
20/100: train_loss=[0.44347987 0.6097532 ], train_acc=[0.8532  0.77195]
22/100: train_loss=[0.39258307 0.5953918 ], train_acc=[0.87275 0.7803 ]
24/100: train_loss=[0.38263714 0.59306616], train_acc=[0.8751  0.78295]
26/100: train_loss=[0.37093544 0.5965315 ], train_acc=[0.8785  0.77725]
28/100: train_loss=[0.3704202 0.5780106], train_acc=[0.8797 0.7857]
30/100: train_loss=[0.37498605 0.5719281 ], train_acc=[0.87765 0.79065]
32/100: train_loss=[0.3410017  0.56086534], train_acc=[0.8904  0.79085]
34/100: train_loss=[0.33391523 0.56084764], train_acc=[0.89325 0.7943 ]
36/100: train_loss=[0.33539513 0.55293065], train_acc=[0.8923 0.7977]
38/100: train_loss=[0.32328323 0.5491507 ], train_acc=[0.8968 0.7983]
40/100: train_loss=[0.3335222 0.5510266], train_acc=[0.8912 0.795 ]
42/100: train_loss=[0.3646728 0.5455749], train_acc=[0.881   0.79985]
44/100: train_loss=[0.32875007 0.5464403 ], train_acc=[0.8915 0.8004]
46/100: train_loss=[0.34131396 0.542243  ], train_acc=[0.8896 0.8019]
48/100: train_loss=[0.31684268 0.53155416], train_acc=[0.89815 0.80395]
50/100: train_loss=[0.3224313 0.5292238], train_acc=[0.8958 0.8063]
52/100: train_loss=[0.3160497  0.52565795], train_acc=[0.8964  0.80585]
54/100: train_loss=[0.2955668 0.5204231], train_acc=[0.90485 0.80945]
56/100: train_loss=[0.30842856 0.52428716], train_acc=[0.8999  0.80745]
58/100: train_loss=[0.2995837  0.51867646], train_acc=[0.9029  0.81035]
60/100: train_loss=[0.31469256 0.5285875 ], train_acc=[0.89785 0.80795]
62/100: train_loss=[0.2896205 0.514712 ], train_acc=[0.90725 0.8103 ]
64/100: train_loss=[0.27951285 0.50811434], train_acc=[0.9107 0.8145]
66/100: train_loss=[0.27692986 0.5161018 ], train_acc=[0.9111  0.81125]
68/100: train_loss=[0.290727  0.5105457], train_acc=[0.9049 0.8147]
70/100: train_loss=[0.27437282 0.5189717 ], train_acc=[0.91355 0.8085 ]
72/100: train_loss=[0.28212997 0.5038833 ], train_acc=[0.9098 0.8137]
74/100: train_loss=[0.2774299 0.514041 ], train_acc=[0.9112  0.80925]
76/100: train_loss=[0.28561842 0.5082763 ], train_acc=[0.9082 0.8166]
78/100: train_loss=[0.2718569 0.5110018], train_acc=[0.9127 0.8126]
80/100: train_loss=[0.27916834 0.49890167], train_acc=[0.91065 0.81895]
82/100: train_loss=[0.2688981 0.5050051], train_acc=[0.91265 0.8151 ]
84/100: train_loss=[0.2894642  0.49696013], train_acc=[0.90855 0.8185 ]
86/100: train_loss=[0.2724341  0.49867323], train_acc=[0.9121  0.81795]
88/100: train_loss=[0.2635216  0.50448245], train_acc=[0.91515 0.81505]
90/100: train_loss=[0.2709018  0.50097674], train_acc=[0.9138 0.8191]
92/100: train_loss=[0.2783236 0.5009413], train_acc=[0.91065 0.8181 ]
94/100: train_loss=[0.26340252 0.49863115], train_acc=[0.9157  0.82095]
96/100: train_loss=[0.25792086 0.49617845], train_acc=[0.9178  0.82005]
98/100: train_loss=[0.28205034 0.506273  ], train_acc=[0.9089 0.8161]
100/100: train_loss=[0.25296447 0.5008504 ], train_acc=[0.9195 0.8195]
**** Time taken for fashion_and_mnist_2 = 2323.8807718753815
==>>> total trainning batch number: 469
==>>> total testing batch number: 79
1/100: train_loss=[1.6506978 1.2169636], train_acc=[0.4359 0.5498]
2/100: train_loss=[1.2235467 1.0661443], train_acc=[0.59515 0.60105]
4/100: train_loss=[0.8930218 0.8660848], train_acc=[0.70895 0.67955]
6/100: train_loss=[0.7880032  0.77628917], train_acc=[0.73695 0.7075 ]
8/100: train_loss=[0.6992938 0.7269841], train_acc=[0.76855 0.7355 ]
10/100: train_loss=[0.63055485 0.70513123], train_acc=[0.79045 0.73675]
12/100: train_loss=[0.5595457  0.66447383], train_acc=[0.8175  0.75585]
14/100: train_loss=[0.53063685 0.66781783], train_acc=[0.82785 0.753  ]
16/100: train_loss=[0.59790176 0.65597427], train_acc=[0.80175 0.7541 ]
18/100: train_loss=[0.51974905 0.66177446], train_acc=[0.82895 0.75455]
20/100: train_loss=[0.46698964 0.61563545], train_acc=[0.8467 0.7729]
22/100: train_loss=[0.45841256 0.6259497 ], train_acc=[0.84875 0.7673 ]
24/100: train_loss=[0.43720958 0.6088526 ], train_acc=[0.8568 0.7742]
26/100: train_loss=[0.40988252 0.5933044 ], train_acc=[0.8662 0.7794]
28/100: train_loss=[0.46820766 0.5940883 ], train_acc=[0.8458 0.7804]
